"REF_DATE","GEO","DGUID","Income percentiles","Age group","Tax and transfer type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","F","","","0"
"2016","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","F","","","0"
"2017","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","x","","","0"
"2018","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","F","","","0"
"2019","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","F","","","0"
"2020","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","x","","","0"
"2021","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121235986","10.2.1.1.16","","F","","","0"
"1992","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1993","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1994","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1995","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1996","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1997","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1998","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"1999","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2000","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2001","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2002","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2003","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2004","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2005","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2006","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2007","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2008","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2009","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2010","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2011","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"2012","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2013","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"2014","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2015","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2016","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2017","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","F","","","0"
"2018","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2019","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2020","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"2021","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121235987","10.2.1.1.17","","x","","","0"
"1992","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1015","","","","0"
"1993","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1270","","","","0"
"1994","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1185","","","","0"
"1995","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1135","","","","0"
"1996","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1250","","","","0"
"1997","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1455","","","","0"
"1998","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","1360","","","","0"
"1999","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2000","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2001","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2002","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2003","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2004","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2005","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2006","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2007","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2008","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2009","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2010","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2011","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2012","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2013","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2014","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2015","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2016","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2017","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2018","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2019","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2020","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"2021","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121235988","10.2.1.1.18","","F","","","0"
"1992","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","37415","","","","0"
"1993","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","35265","","","","0"
"1994","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","34980","","","","0"
"1995","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","35160","","","","0"
"1996","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","36520","","","","0"
"1997","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","34910","","","","0"
"1998","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","35135","","","","0"
"1999","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","35070","","","","0"
"2000","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","34690","","","","0"
"2001","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","33755","","","","0"
"2002","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","35120","","","","0"
"2003","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","36305","","","","0"
"2004","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","38500","","","","0"
"2005","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","38935","","","","0"
"2006","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","40395","","","","0"
"2007","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","36645","","","","0"
"2008","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","36835","","","","0"
"2009","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","38250","","","","0"
"2010","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","41360","","","","0"
"2011","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","43705","","","","0"
"2012","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","49670","","","","0"
"2013","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","51320","","","","0"
"2014","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","52430","","","","0"
"2015","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","53470","","","","0"
"2016","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","53830","","","","0"
"2017","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","53750","","","","0"
"2018","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","56860","","","","0"
"2019","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","59070","","","","0"
"2020","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","46955","","","","0"
"2021","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121235989","10.2.1.1.19","45755","","","","0"
"1992","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1993","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1994","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1995","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1996","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1997","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1998","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1999","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2000","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2001","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2002","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2003","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2004","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2005","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2006","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2007","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2008","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2009","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2010","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2011","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2012","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2013","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2014","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2015","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2016","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2017","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2018","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2019","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2020","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"2021","Manitoba","2016A000246","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Lower threshold of modified total income","Dollars","81","units","0","v121235990","10.2.1.1.20","0","","","","0"
"1992","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","47585","","","","0"
"1993","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","43855","","","","0"
"1994","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","44630","","","","0"
"1995","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","43720","","","","0"
"1996","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","42295","","","","0"
"1997","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","41735","","","","0"
"1998","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","43195","","","","0"
"1999","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","41840","","","","0"
